scene,floor,source_question,primary_object,distance_m,predicate,msp_question
00109-GTV2Y73Sn5t,0,I need to water the plants. How many potted plants are on the kitchen island?,potted plants,1.0,behind,Where is 1.0 meters behind the potted plants?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,2.2,left of,Where is 2.2 meters left of the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,0.6,right of,Where is 0.6 meters right of the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,1.6,below,Where is 1.6 meters below the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,2.8,below,Where is 2.8 meters below the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,3.8,below,Where is 3.8 meters below the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,0.8,in front of,Where is 0.8 meters in front of the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,4.0,right of,Where is 4.0 meters right of the parcel?
00109-GTV2Y73Sn5t,0,I'm expecting a package that should have been left by the door. Is there a parcel on the bench by the entrance?,parcel,1.0,in front of,Where is 1.0 meters in front of the parcel?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,1.0,below,Where is 1.0 meters below the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,3.0,right of,Where is 3.0 meters right of the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,1.6,right of,Where is 1.6 meters right of the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,0.8,below,Where is 0.8 meters below the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,2.6,behind,Where is 2.6 meters behind the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,3.8,above,Where is 3.8 meters above the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,3.6,behind,Where is 3.6 meters behind the backpack?
00109-GTV2Y73Sn5t,1,I need to find my backpack for a trip. Where did I place it?,backpack,0.6,in front of,Where is 0.6 meters in front of the backpack?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,2.8,in front of,Where is 2.8 meters in front of the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,1.4,above,Where is 1.4 meters above the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,2.4,behind,Where is 2.4 meters behind the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,2.2,behind,Where is 2.2 meters behind the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,0.6,below,Where is 0.6 meters below the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,3.6,left of,Where is 3.6 meters left of the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,1.2,behind,Where is 1.2 meters behind the red bed?
00109-GTV2Y73Sn5t,1,Is my son sleeping on his red bed?,red bed,0.2,in front of,Where is 0.2 meters in front of the red bed?
00135-HeSYRw7eMtG,1,What time is it now?,clock,3.4,left of,Where is 3.4 meters left of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,2.0,left of,Where is 2.0 meters left of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,4.0,in front of,Where is 4.0 meters in front of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,0.6,in front of,Where is 0.6 meters in front of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,0.8,left of,Where is 0.8 meters left of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,3.0,right of,Where is 3.0 meters right of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,2.6,in front of,Where is 2.6 meters in front of the clock?
00135-HeSYRw7eMtG,1,What time is it now?,clock,3.2,right of,Where is 3.2 meters right of the clock?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,2.8,in front of,Where is 2.8 meters in front of the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,1.8,left of,Where is 1.8 meters left of the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,2.6,below,Where is 2.6 meters below the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,1.0,right of,Where is 1.0 meters right of the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,3.2,behind,Where is 3.2 meters behind the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,2.4,left of,Where is 2.4 meters left of the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,1.2,in front of,Where is 1.2 meters in front of the standing fan?
00135-HeSYRw7eMtG,1,I forgot where I left the standing fan.,standing fan,0.4,left of,Where is 0.4 meters left of the standing fan?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,0.6,behind,Where is 0.6 meters behind the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,1.8,left of,Where is 1.8 meters left of the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,4.0,in front of,Where is 4.0 meters in front of the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,1.6,above,Where is 1.6 meters above the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,3.6,behind,Where is 3.6 meters behind the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,1.0,in front of,Where is 1.0 meters in front of the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,2.8,above,Where is 2.8 meters above the table lamps?
00135-HeSYRw7eMtG,2,How many table lamps are there in the bedroom?,table lamps,0.4,right of,Where is 0.4 meters right of the table lamps?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,0.4,right of,Where is 0.4 meters right of the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,3.4,in front of,Where is 3.4 meters in front of the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,1.6,below,Where is 1.6 meters below the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,0.8,in front of,Where is 0.8 meters in front of the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,1.2,above,Where is 1.2 meters above the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,1.0,right of,Where is 1.0 meters right of the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,0.2,in front of,Where is 0.2 meters in front of the utensils?
00149-UuwwmrTsfBN,1,I am waiting for the guests. Have I put utensils on the dining table?,utensils,0.6,behind,Where is 0.6 meters behind the utensils?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,3.4,left of,Where is 3.4 meters left of the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,1.2,below,Where is 1.2 meters below the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,1.8,above,Where is 1.8 meters above the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,2.4,above,Where is 2.4 meters above the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,0.2,right of,Where is 0.2 meters right of the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,1.0,above,Where is 1.0 meters above the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,3.2,behind,Where is 3.2 meters behind the patio door?
00149-UuwwmrTsfBN,1,Is the patio door next to the dining table open?,patio door,2.8,right of,Where is 2.8 meters right of the patio door?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,3.0,right of,Where is 3.0 meters right of the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,0.8,right of,Where is 0.8 meters right of the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,2.8,in front of,Where is 2.8 meters in front of the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,3.2,right of,Where is 3.2 meters right of the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,2.6,below,Where is 2.6 meters below the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,1.8,below,Where is 1.8 meters below the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,1.0,below,Where is 1.0 meters below the bedroom closet?
00155-iLDo95ZbDJq,0,"Is the bedroom closet open or closed, the bedroom with horse painting?",bedroom closet,2.4,right of,Where is 2.4 meters right of the bedroom closet?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,2.6,in front of,Where is 2.6 meters in front of the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,2.4,behind,Where is 2.4 meters behind the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,0.4,right of,Where is 0.4 meters right of the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,1.0,left of,Where is 1.0 meters left of the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,0.2,left of,Where is 0.2 meters left of the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,3.6,below,Where is 3.6 meters below the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,2.2,behind,Where is 2.2 meters behind the bar stools?
00166-RaYrxWt5pR1,0,I'm trying to remember how many bar stools are at the kitchen island.,bar stools,3.8,above,Where is 3.8 meters above the bar stools?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,2.0,behind,Where is 2.0 meters behind the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,1.6,left of,Where is 1.6 meters left of the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,4.0,in front of,Where is 4.0 meters in front of the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,0.4,in front of,Where is 0.4 meters in front of the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,3.0,in front of,Where is 3.0 meters in front of the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,0.6,above,Where is 0.6 meters above the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,3.2,in front of,Where is 3.2 meters in front of the laptop?
00166-RaYrxWt5pR1,0,I'm looking for my laptop. It is on the bedroom dresser?,laptop,1.0,right of,Where is 1.0 meters right of the laptop?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,0.4,left of,Where is 0.4 meters left of the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,2.0,behind,Where is 2.0 meters behind the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,1.4,in front of,Where is 1.4 meters in front of the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,2.4,above,Where is 2.4 meters above the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,1.2,below,Where is 1.2 meters below the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,0.2,right of,Where is 0.2 meters right of the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,3.2,right of,Where is 3.2 meters right of the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,I'm trying to remember where I placed the decorative wooden bowl. Is it on the dining table?,decorative wooden bowl,3.6,above,Where is 3.6 meters above the decorative wooden bowl?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,0.2,behind,Where is 0.2 meters behind the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,0.6,left of,Where is 0.6 meters left of the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,1.8,in front of,Where is 1.8 meters in front of the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,3.8,in front of,Where is 3.8 meters in front of the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,1.0,below,Where is 1.0 meters below the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,1.4,right of,Where is 1.4 meters right of the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,2.0,left of,Where is 2.0 meters left of the air conditioning unit?
00203-VoVGtfYrpuQ,0,Is the air conditioning unit in the dining area still on?,air conditioning unit,4.0,above,Where is 4.0 meters above the air conditioning unit?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,3.4,above,Where is 3.4 meters above the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,1.0,below,Where is 1.0 meters below the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,2.6,right of,Where is 2.6 meters right of the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,2.2,left of,Where is 2.2 meters left of the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,3.2,below,Where is 3.2 meters below the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,0.6,above,Where is 0.6 meters above the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,3.8,below,Where is 3.8 meters below the large red storage bag?
00207-FRQ75PjD278,0,I need to find my large red storage bag. Where did I put it last?,large red storage bag,2.4,behind,Where is 2.4 meters behind the large red storage bag?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,3.4,below,Where is 3.4 meters below the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,1.0,below,Where is 1.0 meters below the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,4.0,below,Where is 4.0 meters below the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,3.6,below,Where is 3.6 meters below the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,0.2,right of,Where is 0.2 meters right of the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,2.8,left of,Where is 2.8 meters left of the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,2.2,left of,Where is 2.2 meters left of the pot?
00217-qz3829g1Lzf,0,Did I leave any pot on the stove?,pot,2.0,left of,Where is 2.0 meters left of the pot?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,1.0,left of,Where is 1.0 meters left of the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,2.4,below,Where is 2.4 meters below the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,0.8,above,Where is 0.8 meters above the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,2.6,below,Where is 2.6 meters below the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,3.0,right of,Where is 3.0 meters right of the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,1.8,behind,Where is 1.8 meters behind the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,0.2,in front of,Where is 0.2 meters in front of the wooden chairs?
00217-qz3829g1Lzf,0,How many wooden chairs we have at the dining table right now?,wooden chairs,2.2,left of,Where is 2.2 meters left of the wooden chairs?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,3.0,in front of,Where is 3.0 meters in front of the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,0.6,left of,Where is 0.6 meters left of the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,3.4,in front of,Where is 3.4 meters in front of the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,3.8,right of,Where is 3.8 meters right of the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,3.6,below,Where is 3.6 meters below the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,2.4,right of,Where is 2.4 meters right of the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,4.0,right of,Where is 4.0 meters right of the two gray bags?
00217-qz3829g1Lzf,1,I need to find two gray bags with beddings. Is it in the room with the wooden dresser and the quilted bedspread?,two gray bags,1.6,below,Where is 1.6 meters below the two gray bags?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,3.0,left of,Where is 3.0 meters left of the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,3.2,above,Where is 3.2 meters above the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,2.6,below,Where is 2.6 meters below the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,0.6,below,Where is 0.6 meters below the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,3.8,right of,Where is 3.8 meters right of the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,4.0,left of,Where is 4.0 meters left of the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,2.2,above,Where is 2.2 meters above the darts board?
00245-741Fdj7NLF9,0,I was playing darts last night and can't recall where I left the board.,darts board,1.0,right of,Where is 1.0 meters right of the darts board?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,2.2,in front of,Where is 2.2 meters in front of the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,1.8,below,Where is 1.8 meters below the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,2.0,left of,Where is 2.0 meters left of the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,1.0,below,Where is 1.0 meters below the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,0.2,right of,Where is 0.2 meters right of the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,1.6,below,Where is 1.6 meters below the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,3.2,behind,Where is 3.2 meters behind the bedroom lamps?
00245-741Fdj7NLF9,0,Can you check if I left the lamps on in the bedroom with gray bedding?,bedroom lamps,3.0,in front of,Where is 3.0 meters in front of the bedroom lamps?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,3.4,right of,Where is 3.4 meters right of the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,2.0,in front of,Where is 2.0 meters in front of the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,3.0,left of,Where is 3.0 meters left of the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,3.6,behind,Where is 3.6 meters behind the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,4.0,left of,Where is 4.0 meters left of the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,2.6,in front of,Where is 2.6 meters in front of the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,0.4,behind,Where is 0.4 meters behind the air conditioning?
00256-92vYG1q49FY,0,Is the air conditioning at the entrance turned off?,air conditioning,1.8,left of,Where is 1.8 meters left of the air conditioning?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,3.4,above,Where is 3.4 meters above the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,3.0,left of,Where is 3.0 meters left of the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,1.8,right of,Where is 1.8 meters right of the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,2.6,below,Where is 2.6 meters below the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,1.4,above,Where is 1.4 meters above the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,3.8,in front of,Where is 3.8 meters in front of the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,0.8,in front of,Where is 0.8 meters in front of the shampoo?
00258-2Pc8W48bu21,0,I want to take a shower. Is there shampoo in the shower?,shampoo,0.4,right of,Where is 0.4 meters right of the shampoo?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,4.0,behind,Where is 4.0 meters behind the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,3.4,left of,Where is 3.4 meters left of the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,1.8,right of,Where is 1.8 meters right of the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,0.8,left of,Where is 0.8 meters left of the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,2.4,behind,Where is 2.4 meters behind the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,3.8,below,Where is 3.8 meters below the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,1.6,behind,Where is 1.6 meters behind the pool cues?
00258-2Pc8W48bu21,1,I need to retrieve my pool cues. How many are on the pool table?,pool cues,2.8,behind,Where is 2.8 meters behind the pool cues?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,2.0,left of,Where is 2.0 meters left of the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,1.0,in front of,Where is 1.0 meters in front of the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,2.8,in front of,Where is 2.8 meters in front of the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,2.4,behind,Where is 2.4 meters behind the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,2.6,left of,Where is 2.6 meters left of the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,1.2,right of,Where is 1.2 meters right of the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,0.4,below,Where is 0.4 meters below the TV?
00258-2Pc8W48bu21,1,Which channel is being shown on the TV?,TV,3.0,left of,Where is 3.0 meters left of the TV?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,2.0,left of,Where is 2.0 meters left of the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,1.8,in front of,Where is 1.8 meters in front of the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,2.4,behind,Where is 2.4 meters behind the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,0.6,in front of,Where is 0.6 meters in front of the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,2.6,left of,Where is 2.6 meters left of the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,1.4,in front of,Where is 1.4 meters in front of the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,2.8,left of,Where is 2.8 meters left of the wooden chair?
00262-1xGrZPxG1Hz,0,Is the wooden chair left in a room?,wooden chair,4.0,left of,Where is 4.0 meters left of the wooden chair?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,2.0,in front of,Where is 2.0 meters in front of the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,1.0,behind,Where is 1.0 meters behind the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,1.6,left of,Where is 1.6 meters left of the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,1.8,below,Where is 1.8 meters below the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,2.8,behind,Where is 2.8 meters behind the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,3.4,above,Where is 3.4 meters above the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,1.2,above,Where is 1.2 meters above the candles?
00262-1xGrZPxG1Hz,1,Are the candles by the entrace put out?,candles,0.8,right of,Where is 0.8 meters right of the candles?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,0.6,behind,Where is 0.6 meters behind the sports balls?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,0.4,left of,Where is 0.4 meters left of the sports balls?
